phish_id,CNAME
7347994,tappingconnection.com.
7349212,innovationx.cc.
7349232,saounps.com.
7349234,saounps.com.
7349237,saounps.com.
7349317,simrantruckrepairs.com.
7349659,saounps.com.
7349660,saounps.com.
7349871,lxs56rcv.xyz.
7349875,lxs56rcv.xyz.
7349922,boemena.com.
7349923,boemena.com.
7349947,amankuat.xyz.
7350028,boemena.com.
7350043,saounps.com.
7350044,saounps.com.
7350177,intralock.es.
7350404,saounps.com.
7350445,cdn.sitemakerlive.com.
7350445,cdn.sitemakerlive.com.cdn.cloudflare.net.
7351292,dual.part-0011.t-0009.t-msedge.net.
7351292,part-0011.t-0009.t-msedge.net.
7351292,star-azurefd-prod.trafficmanager.net.
7351980,bum.com.ar.
7352034,intrawave.com.my.
7352035,intrawave.com.my.
7352067,intrawave.com.my.
7352074,bum.com.ar.
7352076,intrawave.com.my.
7352132,ekogeby.xyz.
7352135,ekogeby.xyz.
7353581,alexjt.xyz.
7353642,us-east-1.route-1.000webhost.awex.io.
7353644,us-east-1.route-1.000webhost.awex.io.
7355111,us-east-1.route-1.000webhost.awex.io.
7355201,112606501578760.web.id.
7355505,attachit.in.
7356742,thelibrarysamui.com.
7356855,gcp.media-router.wixstatic.com.
7356855,media-router.wixstatic.com.
7357155,hosting-1c.mijndomein-ws.nl.
7357881,sbsgrand.com.
7357882,sbsgrand.com.
7358007,43984489070-help.gq.
7358893,azurestaticapps.trafficmanager.net.
7358893,msha-hk1-0.staticsites-prod-eastasia.p.azurewebsites.net.
7358893,waws-prod-hk1-0a7ad652.cloudapp.net.
7358893,waws-prod-hk1-0a7ad652.sip.p.azurewebsites.windows.net.
7359283,sbsgrand.com.
7359284,sbsgrand.com.
7360054,goldcoastcityelectrician.com.au.
7360402,daxsws.com.
7360404,vbimport.com.br.
7360461,vbimport.com.br.
7360774,a00.mystrikingly.com.edgekey.net.
7360774,akamai.cdn.mystrikingly.com.
7360774,e6558.d.akamaiedge.net.
7360774,free-user-pages-dns.mystrikingly.com.
7361475,radio3b6.xyz.
7362709,checkupcancer.com.
7362903,cloudhost-3466254.us-midwest-2.nxcli.net.
7362953,cwejournal.org.
7362954,cwejournal.org.
7363568,s3-1-w.amazonaws.com.
7363568,s3-w.us-east-1.amazonaws.com.
7363587,carpetderatique.com.
7363678,agricagroup.net.
7363679,agricagroup.net.
7363763,jjbexports.com.
7363856,tifaldanuarta.xyz.
7363858,tifaldanuarta.xyz.
7364122,us-east-1.route-1.000webhost.awex.io.
7365112,dualstack.lb-vpc-192-prod-401-799591185.us-east-2.elb.amazonaws.com.
7365125,dualstack.lb-vpc-192-prod-401-799591185.us-east-2.elb.amazonaws.com.
7365194,iwanfredybudiman.xyz.
7365688,us-east-1.route-1.000webhost.awex.io.
7365746,us-east-1.route-1.000webhost.awex.io.
7365817,us-east-1.route-1.000webhost.awex.io.
7365823,us-east-1.route-1.000webhost.awex.io.
7365826,us-east-1.route-1.000webhost.awex.io.
7365827,us-east-1.route-1.000webhost.awex.io.
7365966,us-east-1.route-1.000webhost.awex.io.
7366274,24hr7chaseservice.com.
7366343,24hr7chaseservice.com.
7366677,us-east-1.route-1.000webhost.awex.io.
7368230,autoline.ph.
7368938,f2fb15fd-232f-45a2-a907-6af7dc91c3b6.repl.co.
7368945,f2fb15fd-232f-45a2-a907-6af7dc91c3b6.repl.co.
7368977,a00.mystrikingly.com.edgekey.net.
7368977,akamai.cdn.mystrikingly.com.
7368977,e6558.d.akamaiedge.net.
7368977,free-user-pages-dns.mystrikingly.com.
7369091,www.myhealth-project.com.cdn.cloudflare.net.
7369425,rakaananda.xyz.
7369426,radio3b6.xyz.
7370166,use1publb1-1616030353.us-east-1.elb.amazonaws.com.
7370531,rakaananda.xyz.
7370532,us-east-1.route-1.000webhost.awex.io.
7374454,us-east-1.route-1.000webhost.awex.io.
7374533,us-east-1.route-1.000webhost.awex.io.
7374563,us-east-1.route-1.000webhost.awex.io.
7374564,us-east-1.route-1.000webhost.awex.io.
7376612,mitake-sh.com.
7376898,gcp.media-router.wixstatic.com.
7376898,media-router.wixstatic.com.
7379115,objectstorage.ap-sydney-1.oci.oraclecloud.com.
7379707,universidadsanjuan.ac.
7379743,universidadsanjuan.ac.
7380064,inuyuni.com.
7381093,us-east-1.route-1.000webhost.awex.io.
7381095,us-east-1.route-1.000webhost.awex.io.
7381114,us-east-1.route-1.000webhost.awex.io.
7381143,us-east-1.route-1.000webhost.awex.io.
7384098,taplink.me.
7386033,ajudaparaempresas.ml.
7386591,losingyourbelly.com.
7386801,apoioparaempresas.com.
7387017,suporteparaempresas.com.
7387019,ajudaempresarial.cf.
7387450,us-east-1.route-1.000webhost.awex.io.
7387628,selcdn.ru.
7388632,mo-menthealth.com.
7388646,losingyourbelly.com.
7388647,mo-menthealth.com.
7388648,mo-menthealth.com.
7388926,thifal2artikel.xyz.
7388929,thifal2artikel.xyz.
7389492,ongkicrf.xyz.
7389967,us-east-1.route-1.000webhost.awex.io.
7390175,essentia.med.br.
7390374,6f37f587-username.wix.com.
7390374,td-username-ae1-190-141.wix.com.
7390374,username.wix.com.
7390421,us-east-1.route-1.000webhost.awex.io.
7390454,us-east-1.route-1.000webhost.awex.io.
7390492,us-east-1.route-1.000webhost.awex.io.
7390505,us-east-1.route-1.000webhost.awex.io.
7390525,losingyourbelly.com.
7444641,salemgroups.com.
7455682,ger.file.myqcloud.com.
7459355,cos.na-siliconvalley.myqcloud.com.
7459811,ger.file.myqcloud.com.
7466310,ono-qology-2-1353635039.us-west-2.elb.amazonaws.com.
7481723,cos.ap-seoul.myqcloud.com.
7493659,eu-central-2.wasabisys.com.
7497853,cos.ap-nanjing.myqcloud.com.
7498059,cd.file.myqcloud.com.
7498119,cos.ap-nanjing.myqcloud.com.
7499602,surveyol.azurewebsites.net.
7499602,waws-prod-bay-043.cloudapp.net.
7499602,waws-prod-bay-043.vip.azurewebsites.windows.net.
7500752,cos.ap-nanjing.myqcloud.com.
7502701,cos.ap-nanjing.myqcloud.com.
7502880,inchirieri-limuzinebucuresti.ro.
7503967,cos.ap-nanjing.myqcloud.com.
7503969,cd.file.myqcloud.com.
7503971,cos.ap-nanjing.myqcloud.com.
7503972,ger.file.myqcloud.com.
7503973,cos.ap-nanjing.myqcloud.com.
7503974,cos.ap-nanjing.myqcloud.com.
7503975,cos.na-ashburn.myqcloud.com.
7503976,cos.ap-seoul.myqcloud.com.
7503977,cos.ap-nanjing.myqcloud.com.
7504812,cos.na-ashburn.myqcloud.com.
7505842,zyrosite.com.cdn.cloudflare.net.
7506635,inchirieri-limuzinebucuresti.ro.
7506645,s3.fr-par.scw.cloud.
7510778,ghs.googlehosted.com.
7519231,driveequitypartners.com.
7523279,newcourses.co.il.
7523815,steveporterentertainment.com.
7534239,eu-central-2.wasabisys.com.
7536265,cluster031.hosting.ovh.net.
7537358,blob.ams09prdstr13a.store.core.windows.net.
7546514,us-east-1.route-1.000webhost.awex.io.
7548128,waws-prod-sn1-145.cloudapp.net.
7548128,waws-prod-sn1-145.sip.azurewebsites.windows.net.
7548361,cos.na-ashburn.myqcloud.com.
7550931,web.sat09prdstr10a.store.core.windows.net.
7551377,cd.file.myqcloud.com.
7551680,t.ssl.global.fastly.net.
7552009,cd.file.myqcloud.com.
7554218,gcp.media-router.wixstatic.com.
7554218,media-router.wixstatic.com.
7554228,bjihealthcare.com.
7554232,gcp.media-router.wixstatic.com.
7554232,media-router.wixstatic.com.
7560572,pcstech.com.py.
7561195,pntbiz.co.kr.
7563168,19237-ipv4.farm.prod.aa-rt.sharepoint.com.dual-spo-0004.spo-msedge.net.
7563168,19237-ipv4e.farm.prod.aa-rt.sharepoint.com.
7563168,19237-ipv4e.farm.prod.sharepointonline.com.akadns.net.
7563168,774-ipv4e.clump.prod.aa-rt.sharepoint.com.
7563168,c569257608da4dcaafbc.sharepoint.com.
7563168,dual-spo-0004.spo-msedge.net.
7563284,crystalbluegroup.com.au.
7563310,objectstorage.me-abudhabi-1.oci.oraclecloud.com.
7564670,objectstorage.me-abudhabi-1.oci.oraclecloud.com.
7565781,royalsportshorse.com.
